mse,psnr,ssim,a-gcnr,h-gcnr,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
2827.776071111111,13.616353457470414,0.8338380894225575,0.20531101207097435,0.10965919135803992,0.0,0.2329189233384208,0.0,0.0,inf,2.5,50.0,10
2806.5802382222223,13.649028979505523,0.8349817913199522,0.20955013244615883,0.11638238295504871,0.0,0.22375174636413642,0.0,0.0,inf,2.5,50.0,10
2877.3409706666666,13.540890311622594,0.8353371137696578,0.20759646002499849,0.11809594891696962,0.0,0.22067891259809944,0.0,0.0,inf,2.5,50.0,10
2727.6968675555554,13.772842559035512,0.8430474440316165,0.219198948495609,0.11677266287189753,0.0,0.1918625305844853,0.0,0.0,inf,2.5,50.0,10
2853.271872,13.577372057954896,0.8330602424460848,0.20038009202723644,0.11182996653186122,0.0,0.22235492816490593,0.0,0.0,inf,2.5,50.0,10
2753.182663111111,13.73245334745362,0.838993554355847,0.21619807648037054,0.11336803224922537,0.0,0.18975592967404564,0.0,0.0,inf,2.5,50.0,10
2749.657400888889,13.738017754639758,0.8363354516513491,0.2187458203936063,0.11098575053112297,0.0,0.19927439771548608,0.0,0.0,inf,2.5,50.0,10
2880.8226844444443,13.535638327288346,0.8323787775238998,0.24249190226337813,0.1157189802714132,0.0,0.23352658813616975,0.0,0.0,inf,2.5,50.0,10
2777.706048,13.693940764448005,0.836516044625968,0.20490745202481098,0.10880746134193864,0.0,0.2048519309347128,0.0,0.0,inf,2.5,50.0,10
2733.814336,13.763113442676623,0.8422473264577416,0.2218616456747069,0.11886226297961455,0.0,0.16888057063406178,0.0,0.0,inf,2.5,50.0,10
2750.7914666666666,13.736226924370294,0.8434911768703278,0.21773012808955272,0.11609592410563285,0.0,0.18942160407760852,0.0,0.0,inf,2.5,50.0,10
2758.827335111111,13.723558404376583,0.8435439089781583,0.2142698225163936,0.10723063187583037,0.0,0.1850964992527602,0.0,0.0,inf,2.5,50.0,10
2812.1363626666666,13.640439847342783,0.840383412698173,0.2088393409460108,0.11048803577573213,0.0,0.20978319810457968,0.0,0.0,inf,2.5,50.0,10
2888.460344888889,13.524139512941495,0.8301102084731053,0.20630234867867814,0.11455411390718417,0.0,0.22844649269395953,0.0,0.0,inf,2.5,50.0,10
2804.0784924444442,13.652901945267924,0.8392044860519825,0.2149472283246105,0.11286988493742933,0.0,0.21491948273012068,0.0,0.0,inf,2.5,50.0,10
2670.344312888889,13.865130981749044,0.8507030673751635,0.22882306911647343,0.11698966997811605,0.0,0.0,-0.008146451733108986,0.0,inf,2.5,50.0,10
2949.2987875555555,13.433615885828251,0.8233817603306853,0.20043391383224946,0.10213098981110452,0.0,0.0,0.01915029494222886,0.0,inf,2.5,50.0,10
2812.7626382222224,13.639472761466184,0.8455414593340691,0.21492858883981503,0.11515936574420993,0.0,0.0,-0.01289713895028932,0.0,inf,2.5,50.0,10
2782.6281457777777,13.68625187242052,0.8486083412334711,0.21602503480137175,0.11583607631626719,0.0,0.0,0.010276534517281801,0.0,inf,2.5,50.0,10
2609.627079111111,13.965019106390939,0.860686618336125,0.22100386445751158,0.12214539969216931,0.0,0.0,0.002882658944903191,0.0,inf,2.5,50.0,10
2840.3380764444446,13.597103250476701,0.8345583839038094,0.21013167834097052,0.1122759630775561,0.0,0.0,-0.010999266360542166,0.0,inf,2.5,50.0,10
3012.692245333333,13.34125591285476,0.8227690263816199,0.20800767461634512,0.11554696465636327,0.0,0.0,-0.015942046854428446,0.0,inf,2.5,50.0,10
2966.1924266666665,13.408810391490062,0.8176599360701934,0.21854085458101097,0.09940164764028642,0.0,0.0,0.014950871106595771,0.0,inf,2.5,50.0,10
2824.031118222222,13.62210882936537,0.8403192279098453,0.222344638526423,0.11667842437948345,0.0,0.0,-0.014038789341107177,0.0,inf,2.5,50.0,10
3020.0231324444444,13.330700913364222,0.7371299848988,0.2035510437841811,0.06869035645459648,0.0,0.0,-0.028339464463291584,0.0,inf,2.5,50.0,10
3109.4816213333334,13.203923666188688,0.8032573352312534,0.21738298672485917,0.09725951378367487,0.0,0.0,0.025178302741630177,0.0,inf,2.5,50.0,10
2920.4125795555556,13.47636150389738,0.8265930339814674,0.22101740255919222,0.10546225359581851,0.0,0.0,0.017849861083124738,0.0,inf,2.5,50.0,10
2898.139320888889,13.509611015964914,0.8286425007179304,0.2199988767551374,0.11384939260962607,0.0,0.0,-0.017741357613439136,0.0,inf,2.5,50.0,10
2827.386247111111,13.61695219682697,0.842214852062129,0.2143657870114884,0.11352019019050424,0.0,0.0,0.012623937537124229,0.0,inf,2.5,50.0,10
